job_id,isic_1digit,isic_2digit,isic_3digit,isic_4digit,isic_1digit_confidence,isic_2digit_confidence,isic_3digit_confidence,isic_4digit_confidence,isco_1digit,isco_2digit,isco_3digit,isco_4digit,isco_1digit_confidence,isco_2digit_confidence,isco_3digit_confidence,isco_4digit_confidence,classification_summary
25158,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.95,0.95,0.9,0.9,2 - Professionals,"26 - Legal, social and cultural professionals","262 - Librarians, archivists and curators",2621 - Archivists and librarians,0.95,0.9,0.9,0.85,
25203,"M - Professional, scientific and technical activities",73 - Advertising and market research,731 - Advertising,7310 - Advertising,0.9,0.92,0.88,0.86,2 - Professionals,24 - Business and administration professionals,243 - Advertising and marketing professionals,2431 - Advertising and marketing professionals,0.9,0.86,0.89,0.84,
25256,F - Construction,42 - Civil engineering,429 - Construction of other civil engineering projects,4290 - Construction of other civil engineering projects,0.95,0.85,0.75,0.65,2 - Professionals,24 - Business and administration professionals,241 - Accountants,2411 - Accountants,0.99,0.98,0.95,0.95,
24731,B - Mining and quarrying,07 - Mining of metal ores,071 - Mining of metal ores,0710 - Mining of metal ores,0.98,0.96,0.95,0.95,2 - Professionals,21 - Science and engineering professionals,214 - Engineering professionals,2146 - Mining engineers,0.96,0.94,0.93,0.9,
24602,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores (e.g. gold),0.99,0.98,0.85,0.75,2 - Professionals,21 - Science and engineering professionals,211 - Physical and earth science professionals,2112 - Geologists and geophysicists,0.99,0.95,0.9,0.85,
25386,I - Accommodation and food service activities,55 - Accommodation,551 - Hotels and similar accommodation,5510 - Hotels and similar accommodation,0.95,0.95,0.9,0.85,3 - Technicians and associate professionals,33 - Business and administration associate professionals,332 - Sales and marketing associate professionals,3322 - Commercial sales representatives / Sales and marketing associate professionals (events & hotel sales coordinator),0.9,0.8,0.95,0.75,
25222,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.95,0.95,0.9,0.85,2 - Professionals,23 - Teaching professionals,231 - University and higher education teachers,2310 - University and higher education teachers,0.98,0.97,0.95,0.9,
24941,C - Manufacturing,"21 - Manufacture of pharmaceuticals, medicinal chemical and botanical products","210 - Manufacture of pharmaceuticals, medicinal chemical and botanical products","2100 - Manufacture of pharmaceuticals, medicinal chemical and botanical products",0.9,0.9,0.85,0.8,4 - Clerical support workers,43 - Numerical and material recording clerks,431 - Accounting and bookkeeping clerks,4311 - Accounting clerks / Bookkeepers (Accounts/Finance Assistant),0.95,0.9,0.85,0.8,
25129,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.95,0.95,0.95,0.95,2 - Professionals,24 - Business and administration professionals,243 - Advertising and public relations professionals,2431 - Public relations professionals,0.85,0.78,0.72,0.7,
25309,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.98,0.98,0.96,0.96,2 - Professionals,23 - Teaching professionals,231 - University and higher education teachers,2310 - University and higher education teachers,0.99,0.98,0.96,0.95,
24972,F - Construction,42 - Civil engineering,429 - Construction of other civil engineering projects,4290 - Construction of other civil engineering projects,0.99,0.98,0.9,0.9,2 - Professionals,21 - Science and engineering professionals,214 - Engineering professionals,2141 - Civil engineers,0.99,0.98,0.95,0.95,
25043,O - Public administration and defence; compulsory social security,84 - Public administration and defence; compulsory social security,841 - Administration of the State and the economic and social policy of the community,8411 - Administration of the State and the economic and social policy of the community,0.99,0.98,0.95,0.75,1 - Managers,"11 - Chief executives, senior officials and legislators",111 - Legislators and senior officials (senior government officials / top public sector managers),,0.99,0.95,0.85,0.35,
25115,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",641 - Monetary intermediation,6419 - Other monetary intermediation,0.95,0.95,0.9,0.75,4 - Clerical support workers,42 - Customer and information clerks,422 - Client information and customer service clerks,4222 - Call centre operators,0.9,0.9,0.85,0.7,
24990,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.99,0.99,0.97,0.95,2 - Professionals,23 - Teaching professionals,231 - University and higher education teachers,2310 - University and higher education teachers,0.99,0.98,0.97,0.96,
24991,P - Education,85 - Education,854 - Higher education,8540 - Higher education,0.99,0.98,0.95,0.93,2 - Professionals,23 - Teaching professionals,231 - University and higher education teachers,2310 - University and higher education teachers,0.99,0.98,0.95,0.93,
24798,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,452 - Maintenance and repair of motor vehicles,4520 - Maintenance and repair of motor vehicles,0.98,0.97,0.96,0.95,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers",723 - Motor vehicle mechanics and repairers,7231 - Motor vehicle mechanics and repairers,0.98,0.9,0.92,0.85,
25335,H,51,511,5110,0.98,0.97,0.95,0.9,4,43,431,4311,0.98,0.95,0.9,0.85,
24939,P - Education,85 - Education,854 - Higher education,8540 - Higher education,0.98,0.98,0.95,0.95,3 - Technicians and associate professionals,31 - Science and engineering technicians,311 - Physical and engineering science technicians (or general science technicians),,0.95,0.9,0.65,0.3,
24935,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",64.1 - Monetary intermediation,6419 - Other monetary intermediation (banks and similar financial intermediation),0.99,0.98,0.95,0.85,2 - Professionals,25 - Information and communications technology professionals,252 - Database and network professionals,2522 - Systems administrators,0.99,0.97,0.93,0.9,
25274,P - Education,85 - Education,853 - Higher education,8530 - Higher education,1.0,0.99,0.98,0.95,2 - Professionals,23 - Teaching professionals,231 - University and higher education teachers,2310 - University and higher education teachers,0.99,0.98,0.96,0.95,
25079,N - Administrative and support service activities,"82 - Office administrative, office support and other business support activities",821 - Office administrative and support activities,8211 - Combined office administrative service activities,0.9,0.85,0.6,0.5,4 - Clerical support workers,41 - General and keyboard clerks,411 - General office clerks,4110 - General office clerks,0.95,0.9,0.9,0.9,
25111,B - Mining and quarrying,07 - Mining of metal ores,073 - Mining of non-ferrous metal ores,0730 - Mining of non‑ferrous metal ores,0.98,0.95,0.9,0.85,2 - Professionals,21 - Science and engineering professionals,214 - Engineering professionals,2146 - Mining engineers,0.98,0.9,0.9,0.85,
25221,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores,0.95,0.95,0.9,0.85,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers",723 - Machinery mechanics and repairers,7232,0.95,0.9,0.9,0.6,
25007,F - Construction,42 - Civil engineering,429 - Construction of other civil engineering projects,4290 - Construction of other civil engineering projects,0.95,0.9,0.8,0.75,3 - Technicians and associate professionals,31 - Physical and engineering science technicians,313 - Safety and quality inspectors (incl. occupational safety technicians),3132 - Occupational health and safety technicians / Safety officers,0.9,0.8,0.75,0.65,
25220,I - Accommodation and food service activities,56 - Food and beverage service activities,561 - Restaurants and mobile food service activities,5610 - Restaurants and mobile food service activities,0.98,0.97,0.96,0.95,1 - Managers,"14 - Hospitality, retail and other services managers",141 - Hotel and restaurant managers,1412 - Restaurant managers,0.98,0.95,0.9,0.75,
25049,K - Financial and insurance activities,"65 - Insurance, reinsurance and pension funding, except compulsory social security",652 - Pension funding,6520 - Pension funding,0.98,0.95,0.9,0.88,4 - Clerical support workers,43 - Numerical and material-recording clerks,431 - Numerical clerks,4311 - Book-keepers and accounting clerks,0.98,0.92,0.9,0.88,
25364,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.95,0.95,0.98,0.98,2 - Professionals,23 - Teaching professionals,231 - University and higher education teachers,2310 - University and higher education teachers,0.98,0.98,0.99,0.99,
25253,H - Transportation and storage,49 - Land transport and transport via pipelines,493 - Freight transport by road,4930 - Freight transport by road,0.95,0.92,0.9,0.85,8 - Plant and machine operators and assemblers,83 - Drivers and mobile-plant operators,833 - Motor vehicle drivers,8332 - Truck drivers (heavy goods vehicle / tanker drivers),0.98,0.97,0.95,0.9,
25311,Q - Human health and social work activities,86 - Human health activities,861 - Hospital activities,8610 - Hospital activities,0.95,0.95,0.9,0.9,3 - Technicians and associate professionals,32 - Health associate professionals,,,0.9,0.9,0.3,0.2,
24974,F,43,,,0.95,0.95,0.4,0.2,7,71,713,,0.95,0.95,0.95,0.4,
25121,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,452 - Maintenance and repair of motor vehicles,4520 - Maintenance and repair of motor vehicles,0.99,0.99,0.99,0.98,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers",723 - Motor mechanics and repairers,7231 - Motor vehicle mechanics and repairers,0.95,0.85,0.9,0.88,
25368,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0720 - Mining of other non‑ferrous metal ores,0.95,0.9,0.7,0.6,5 - Service and sales workers,54 - Protective services workers,,,0.95,0.9,0.3,0.2,
25270,H - Transportation and storage,52 - Warehousing and support activities for transportation,522 - Support activities for transportation,5220 - Service activities incidental to transportation (logistics/freight support),0.9,0.9,0.85,0.8,2 - Professionals,24 - Business and administration professionals,241 - Accountants (accounting professionals),2411 - Accountants,0.99,0.97,0.95,0.98,
25354,B - Mining and quarrying,07 - Mining of metal ores,071 - Mining of metal ores (group),0710 - Mining of metal ores (class - gold mining),0.99,0.95,0.9,0.65,2 - Professionals,24 - Business and administration professionals,242 - Administration professionals,2423 - Human resource professionals,0.92,0.9,0.75,0.65,
25297,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",641 - Monetary intermediation,6419 - Other monetary intermediation (includes commercial banking activities),0.98,0.95,0.9,0.7,1 - Managers,12 - Administrative and commercial managers,121 - Finance managers,1211 - Finance managers / Financial controllers (unit group),0.99,0.92,0.9,0.85,
25243,O - Public administration and defence; compulsory social security,84 - Public administration and defence; compulsory social security,,,0.95,0.9,0.25,0.2,1 - Managers,"11 - Chief executives, senior officials and legislators",111 - Chief executives and senior officials,1110 - Chief executives and senior officials (Chief Executive Officer),0.99,0.97,0.95,0.9,
25108,F - Construction,42 - Civil engineering,422 - Construction of utility projects,4220 - Construction of utility projects,0.9,0.85,0.8,0.75,4 - Clerical support workers,41 - General and keyboard clerks,411 - General office clerks,4110 - General office clerks,0.95,0.9,0.85,0.7,
25316,I - Accommodation and food service activities,55 - Accommodation,551 - Hotels and similar accommodation,5510 - Hotels and similar accommodation (short‑term accommodation activities),0.98,0.98,0.95,0.93,1 - Managers,12 - Administrative and commercial managers,"122 - Sales, marketing and development managers",1221 - Sales and marketing managers,0.97,0.95,0.92,0.95,
24960,H - Transportation and storage,51 - Air transport,511 - Passenger air transport,5110 - Passenger air transport,0.98,0.98,0.9,0.85,3 - Technicians and associate professionals,,,,0.85,0.3,0.25,0.2,
25077,"M - Professional, scientific and technical activities",69 - Legal and accounting activities,"692 - Accounting, bookkeeping and auditing activities; tax consultancy","6920 - Accounting, bookkeeping and auditing activities; tax consultancy",0.98,0.97,0.95,0.95,2 - Professionals,24 - Business and administration professionals,"241 - Accountants, auditors and related professionals",2411 - Accountants,0.98,0.96,0.94,0.98,
25257,J - Information and communication,"62 - Computer programming, consultancy and related activities","620 - Computer programming, consultancy and related activities",6209 - Other information technology and computer service activities,0.98,0.92,0.9,0.8,2 - Professionals,25 - Information and communications technology professionals,252 - Database and network professionals,2522 - Systems administrators,0.95,0.95,0.95,0.95,
25106,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,,0.99,0.95,0.85,0.2,2 - Professionals,21 - Science and engineering professionals,214 - Engineering professionals,2143 - Mechanical engineers,0.95,0.92,0.92,0.9,
25251,C - Manufacturing,10 - Manufacture of food products,106 - Manufacture of grain mill products,1061 - Manufacture of grain mill products,0.95,0.9,0.85,0.7,4 - Clerical support workers,42 - Customer services clerks,422 - Client information clerks / Customer service clerks (minor group),,0.95,0.95,0.85,0.4,
25208,F - Construction,43 - Specialized construction activities,439 - Other specialized construction activities,4390 - Other specialized construction activities n.e.c.,0.9,0.8,0.6,0.5,4 - Clerical support workers,43 - Numerical and material recording clerks,431 - Numerical clerks,,0.95,0.9,0.85,0.3,
25123,C - Manufacturing,11 - Manufacture of beverages,110 - Manufacture of beverages,1105 - Manufacture of beer,0.95,0.92,0.88,0.9,3 - Technicians and associate professionals,31 - Science and engineering associate professionals,311 - Physical and engineering science technicians,3112 - Mechanical engineering technicians,0.95,0.9,0.85,0.7,
25315,"M - Professional, scientific and technical activities",70 - Activities of head offices; management consultancy activities,702 - Management consultancy activities,7020 - Management consultancy activities,0.9,0.85,0.8,0.75,1 - Managers,13 - Business and administration managers,131 - Finance and administration managers (or equivalent business/administration managers),1319 - Business and administration managers not elsewhere classified (as Grants Lead / Grants Programme Manager),0.9,0.75,0.6,0.5,
25350,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores,0.98,0.97,0.95,0.88,2 - Professionals,21 - Science and engineering professionals,211 - Physical and earth science professionals,"2112 - Geologists, geophysicists and related professionals",0.99,0.98,0.97,0.95,
25124,B - Mining and quarrying,06 - Extraction of crude petroleum and natural gas,061 - Extraction of crude petroleum and natural gas,0610 - Extraction of crude petroleum and natural gas,0.9,0.9,0.85,0.8,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,,0.95,0.9,0.75,0.3,
25205,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"47 - Retail trade, except of motor vehicles and motorcycles",475 - Retail sale of other household equipment in specialised stores,"4752 - Retail sale of hardware, paints and glass in specialised stores",0.98,0.92,0.85,0.7,1 - Managers,12 - Administrative and commercial managers,122 - Sales and marketing managers,1221 - Sales and marketing managers,0.99,0.92,0.88,0.85,
25097,S - Other service activities,94 - Activities of membership organisations,949 - Activities of other membership organisations,9491 - Activities of religious organizations,0.95,0.95,0.9,0.9,2 - Professionals,"26 - Legal, social and cultural professionals",263 - Social and religious professionals,,0.95,0.85,0.75,0.2,
24185,H - Transportation and storage,49 - Land transport and transport via pipelines,493 - Freight transport by road,4930 - Freight transport by road,0.95,0.9,0.9,0.85,8 - Plant and machine operators and assemblers,83 - Drivers and mobile-plant operators,833 - Heavy truck and bus drivers (truck and lorry drivers),8332 - Heavy truck and lorry drivers,0.95,0.9,0.9,0.85,
25010,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,451 - Sale of motor vehicles,4510 - Sale of motor vehicles,0.99,0.98,0.98,0.97,5 - Service and sales workers,52 - Sales workers,522 - Shop salespersons and demonstrators,5223 - Motor vehicle and parts salespersons,0.99,0.98,0.85,0.7,
25329,"M - Professional, scientific and technical activities",70 - Activities of head offices; management consultancy activities,70.2 - Management consultancy activities,70.22 - Business and other management consultancy activities,0.95,0.9,0.88,0.8,4 - Clerical support workers,43 - Numerical and material recording clerks,"432 - Book-keepers, payroll clerks and wage clerks",4321 - Book-keepers and payroll clerks,0.95,0.9,0.85,0.7,
25072,H - Transportation and storage,49 - Land transport and transport via pipelines,492 - Freight transport by road,4920 - Freight transport by road,0.95,0.9,0.9,0.9,8 - Plant and machine operators and assemblers,83 - Drivers and mobile-plant operators,833 - Heavy truck and lorry drivers (road freight drivers),8332 - Heavy truck and lorry drivers / Road freight drivers,0.95,0.9,0.8,0.7,
25131,"R - Arts, entertainment and recreation","91 - Libraries, archives, museums and other cultural activities","910 - Libraries, archives, museums and other cultural activities",9102 - Library and archive activities,0.95,0.95,0.9,0.75,2 - Professionals,"26 - Legal, social and cultural professionals","262 - Archivists, librarians and curators",2622 - Librarians and related information professionals,0.98,0.92,0.9,0.95,
25267,N - Administrative and support service activities,78 - Employment activities,78.1 - Employment activities,78.10 - Activities of employment placement agencies,0.9,0.85,0.8,0.7,2 - Professionals,24 - Business and administration professionals,242 - Administration professionals,2423 - Personnel and careers professionals,0.95,0.9,0.85,0.8,
25370,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",64.1 - Monetary intermediation / Banking (group),64.19 - Other monetary intermediation / Commercial banking (class),0.95,0.92,0.88,0.75,4 - Clerical support workers,42 - Customer services clerks,422 - Client information workers / Customer service clerks,4221 - Client information workers (call centre / contact centre operators),0.92,0.85,0.78,0.65,
25180,F - Construction,41 - Construction of buildings,412 - Construction of residential and non-residential buildings,4120 - Construction of residential and non-residential buildings,0.95,0.9,0.8,0.7,4 - Clerical support workers,41 - General and keyboard clerks,411 - General clerks,4110 - General office clerks,0.9,0.75,0.65,0.6,
25241,B - Mining and quarrying,09 - Support activities for mining and quarrying,099 - Support activities for other mining and quarrying,0990 - Support activities for other mining and quarrying,0.9,0.9,0.85,0.8,1 - Managers,13 - Production and specialised services managers,"132 - Manufacturing, mining and construction managers",1322 - Mining managers,0.9,0.8,0.75,0.7,
24988,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores,0.98,0.97,0.9,0.85,8 - Plant and machine operators and assemblers,81 - Stationary plant and machine operators,,,0.9,0.85,0.4,0.2,
25340,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,453 - Sale of motor vehicle parts and accessories,4530 - Sale of motor vehicle parts and accessories,0.95,0.9,0.85,0.8,1 - Managers,"11 - Chief executives, senior officials and legislators",112 - Managing directors and chief executives,1120 - Managing directors and chief executives,0.99,0.9,0.9,0.9,
25070,H - Transportation and storage,49 - Land transport and transport via pipelines,494 - Freight transport by road and removal services,4941 - Freight transport by road,0.95,0.9,0.9,0.85,8 - Plant and machine operators and assemblers,83 - Drivers and mobile plant operators,833 - Motor vehicle drivers,8332 - Heavy truck and lorry drivers (including tanker drivers),0.95,0.92,0.9,0.75,
25075,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"47 - Retail trade, except of motor vehicles and motorcycles",477 - Retail sale of other goods in specialised stores,4773 - Retail sale of pharmaceutical and medical goods in specialised stores,0.95,0.9,0.85,0.7,2 - Professionals,,,,0.9,0.25,0.15,0.1,
25387,I - Accommodation and food service activities,55 - Accommodation,551 - Short term accommodation activities,5510 - Short term accommodation activities,0.98,0.97,0.96,0.95,"6 - Skilled agricultural, forestry and fishery workers",61 - Market gardeners and crop growers,611 - Market gardeners and crop growers,6112 - Gardeners and horticulturists,0.95,0.8,0.7,0.6,
25040,C - Manufacturing,33 - Repair and installation of machinery and equipment,"331 - Repair of fabricated metal products, machinery and equipment","3312 - Repair of machinery (including heavy earthmoving, mining and marine equipment)",0.9,0.95,0.9,0.85,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers",723 - Machinery mechanics and repairers,7232 - (Machinery/vehicle mechanics and fitters — heavy equipment/diesel fitter),0.95,0.9,0.9,0.75,
25259,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",64.1 - Monetary intermediation,64.19 - Other monetary intermediation (commercial banks),0.95,0.95,0.95,0.9,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1211 - Finance managers,0.95,0.88,0.85,0.8,
25211,N - Administrative and support service activities,80 - Security and investigation activities,801 - Private security activities,8010 - Private security activities,0.95,0.95,0.9,0.9,5 - Service and sales workers,54 - Protective services workers,541 - Protective services workers,5413 - Security guards and related workers,0.9,0.9,0.85,0.8,
25308,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",641 - Monetary intermediation,6419 - Other monetary intermediation,0.95,0.95,0.9,0.9,2 - Professionals,24 - Business and administration professionals,242 - Administration and human resource professionals,2422 - Personnel and careers professionals,0.95,0.9,0.85,0.9,
25017,B - Mining and quarrying,06 - Extraction of crude petroleum and natural gas,061 - Extraction of crude petroleum and natural gas,0610 - Extraction of crude petroleum and natural gas,0.95,0.95,0.95,0.95,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1219 - Other business services and administration managers,0.9,0.8,0.75,0.7,
24578,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,71.1 - Architectural and engineering activities and related technical consultancy,71.11 - Architectural activities,0.9,0.95,0.95,0.95,2 - Professionals,21 - Science and engineering professionals,"216 - Architects, town and traffic planners and surveyors",2161 - Architects,0.98,0.9,0.92,0.95,
24525,H - Transportation and storage,51 - Air transport,511 - Passenger air transport,5110 - Passenger air transport,0.97,0.96,0.93,0.92,4 - Clerical support workers,42 - Customer service clerks,422 - Client information workers,4223 - Travel consultants and clerks,0.9,0.85,0.7,0.5,
25002,"A - Agriculture, forestry and fishing","01 - Crop and animal production, hunting and related service activities",014 - Animal production,0142 - Raising of poultry,0.98,0.97,0.96,0.75,4 - Clerical support workers,43 - Numerical and material recording clerks,432 - Material-recording clerks,4321 - Stock clerks and order clerks,0.99,0.97,0.95,0.92,
24536,F - Construction,43 - Specialized construction activities,"432 - Electrical, plumbing and other construction installation",4329 - Other construction installation,0.95,0.9,0.85,0.7,2 - Professionals,21 - Science and engineering professionals,214 - Engineering professionals,2149 - Engineering professionals not elsewhere classified,0.95,0.9,0.9,0.75,
23356,C - Manufacturing,,,,0.65,0.2,0.2,0.2,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1213 - Human resource managers,0.95,0.9,0.88,0.85,
24858,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores,0.99,0.99,0.95,0.9,2 - Professionals,24 - Business and administration professionals,241 - Accounting professionals,2411 - Accountants,0.95,0.9,0.85,0.75,
25301,F - Construction,43 - Specialised construction activities,"432 - Electrical, plumbing and other construction installation",4321 - Electrical installation,0.95,0.9,0.9,0.95,7 - Craft and related trades workers,74 - Electrical and electronic trades workers,741 - Electrical and electronic trades workers,7411 - Electricians and electrical fitters,0.95,0.9,0.85,0.9,
25098,F - Construction,42 - Civil engineering,429 - Construction of other civil engineering projects,4290 - Construction of other civil engineering projects,0.95,0.8,0.6,0.6,2 - Professionals,24 - Business and administration professionals,241 - Accountants and auditors (accounting professionals),2411 - Accountants,0.9,0.9,0.85,0.85,
