job_id,isic_1digit,isic_2digit,isic_3digit,isic_4digit,isic_1digit_confidence,isic_2digit_confidence,isic_3digit_confidence,isic_4digit_confidence,isco_1digit,isco_2digit,isco_3digit,isco_4digit,isco_1digit_confidence,isco_2digit_confidence,isco_3digit_confidence,isco_4digit_confidence,classification_summary
25222,P - Education,85 - Education,854 - Higher education,8540 - Higher education,0.99,0.99,0.9,0.8,2 - Professionals,23 - Teaching professionals,231 - University and higher education teachers,2310 - University and higher education teachers,0.99,0.98,0.95,0.9,
25261,I - Accommodation and food service activities,55 - Accommodation,551 - Accommodation,5510 - Short term accommodation activities,0.95,0.95,0.95,0.95,2 - Professionals,24 - Business and administration professionals,241 - Business and administration professionals,2411 - Accountants,0.9,0.9,0.9,0.88,
24976,J - Information and communication,"62 - Computer programming, consultancy and related activities","620 - Computer programming, consultancy and related activities",6202 - Computer consultancy activities,0.95,0.9,0.85,0.75,1 - Managers,13 - Information and communications technology service managers,133 - Information and communications technology managers,1330 - Information and communications technology managers,0.99,0.9,0.88,0.85,
24156,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,,0.98,0.95,0.9,0.2,3 - Technicians and associate professionals,31 - Physical and engineering science technicians,311 - Physical and engineering science technicians,3113 - Electrical engineering technicians,0.9,0.88,0.85,0.85,
25174,P - Education,85 - Education,853 - Higher education (tertiary education),8530 - Higher education,0.99,0.99,0.95,0.95,2 - Professionals,23 - Teaching professionals,231 - University and higher education teachers,2310 - University and higher education teachers,0.99,0.98,0.95,0.92,
25376,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.95,0.95,0.9,0.9,2 - Professionals,23 - Teaching professionals,232 - University and higher education teachers,2320 - University and higher education teachers,0.95,0.95,0.9,0.9,
25073,H - Transportation and storage,49 - Land transport and transport via pipelines,494 - Freight transport by road,49410 - Freight transport by road,0.95,0.95,0.9,0.85,8 - Plant and machine operators and assemblers,83 - Drivers and mobile-plant operators,833 - Drivers and mobile plant operators (heavy vehicle drivers),8332 - Heavy truck and lorry drivers,0.95,0.95,0.9,0.9,
24255,H - Transportation and storage,51 - Air transport,511 - Passenger air transport,5110 - Passenger air transport,0.95,0.95,0.9,0.85,8 - Plant and machine operators and assemblers,83 - Drivers and mobile plant operators,"832 - Car, van and motorcycle drivers","8321 - Car, taxi and van drivers",0.95,0.95,0.9,0.85,
25343,H - Transportation and storage,53 - Postal and courier activities,532 - Courier activities,5320 - Courier activities,0.98,0.96,0.92,0.9,8 - Plant and machine operators and assemblers,83 - Drivers and mobile-plant operators,"832 - Car, van and motorcycle drivers","8321 - Car, taxi and van drivers",0.95,0.92,0.88,0.85,
25031,"A - Agriculture, forestry and fishing","01 - Crop and animal production, hunting and related service activities",014 - Animal production,0141 - Raising of poultry,0.95,0.93,0.92,0.9,4 - Clerical support workers,43 - Numerical and material recording clerks,432 - Material-recording clerks,4321 - Stock clerks and records assistants,0.95,0.9,0.88,0.85,
25255,B - Mining and quarrying,07 - Mining of metal ores,071 - Mining of metal ores (group),,0.98,0.96,0.9,0.3,7 - Craft and related trades workers,74 - Electrical and electronic trades workers,741 - Electrical and electronic equipment mechanics and fitters,7411 - Electricians and electrical fitters,0.95,0.88,0.75,0.85,
25076,C - Manufacturing,10 - Manufacture of food products,,,0.92,0.88,0.25,0.2,3 - Technicians and associate professionals,35 - Information and communications technicians,351 - Information and communications technicians,,0.95,0.93,0.9,0.4,
25305,F - Construction,43 - Specialized construction activities,433 - Building completion and finishing,4330 - Building completion and finishing,0.99,0.96,0.96,0.95,7 - Craft and related trades workers,71 - Building and related trades workers (except electricians),715 - Building finishers and related trades workers,7152 - Floor layers and wall tilers,0.99,0.97,0.96,0.9,
25304,F - Construction,43 - Specialised construction activities,433 - Building completion and finishing,4330 - Building completion and finishing,0.99,0.97,0.95,0.95,7 - Craft and related trades workers,71 - Building and related trades workers,711 - Building frame and related trades workers,,0.99,0.95,0.85,0.25,
25165,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores,0.99,0.98,0.97,0.96,8 - Plant and machine operators and assemblers,81 - Stationary plant and machine operators,811 - Mining and mineral processing plant operators,8113 - Drillers and borers (including diamond drillers),0.95,0.9,0.85,0.8,
25401,C - Manufacturing,10 - Manufacture of food products,"106 - Manufacture of grain mill products, starches and starch products",1061 - Manufacture of grain mill products,0.98,0.96,0.75,0.6,2 - Professionals,21 - Science and engineering professionals,214 - Engineering professionals,2143 - Electrical engineers,0.99,0.97,0.95,0.92,
25392,K,64,64.1,64.19,0.95,0.95,0.93,0.9,1,12,121,1212,0.98,0.9,0.88,0.85,
24882,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Other mining of non-ferrous metal ores (includes gold mining),0.98,0.96,0.88,0.8,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers",723 - Motor vehicle mechanics and repairers,7231 - Motor vehicle mechanics and repairers,0.98,0.94,0.92,0.9,
25064,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"46 - Wholesale trade, except of motor vehicles and motorcycles","466 - Wholesale of machinery, equipment and supplies",,0.85,0.8,0.65,0.2,1 - Managers,12 - Administrative and commercial managers,"122 - Sales, marketing and development managers",1221 - Sales and marketing managers,0.95,0.95,0.93,0.9,
25275,P - Education,85 - Education,854 - Higher education,8540 - Higher education,0.99,0.99,0.95,0.95,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1219 - Business services and administration managers (not elsewhere classified),0.9,0.75,0.7,0.6,
25226,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.99,0.97,0.95,0.93,2 - Professionals,23 - Teaching professionals,231 - University and higher education teachers,2310 - University and higher education teachers,0.98,0.96,0.94,0.92,
25041,O - Public administration and defence; compulsory social security,84 - Public administration and defence; compulsory social security,841 - Administration of the State and the economic and social policy of the community,8411 - Executive and legislative bodies,0.99,0.99,0.92,0.86,1 - Managers,"11 - Chief executives, senior officials and legislators",111 - Legislators and senior officials,1110 - Senior government officials / Agency heads,0.98,0.9,0.75,0.65,
25259,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",641 - Monetary intermediation,6419 - Other monetary intermediation,0.98,0.95,0.92,0.88,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1211 - Finance managers,0.99,0.95,0.9,0.9,
25113,C - Manufacturing,10 - Manufacture of food products,"106 - Manufacture of grain mill products, starches and starch products",1061 - Manufacture of grain mill products,0.98,0.95,0.92,0.9,3 - Technicians and associate professionals,31 - Science and engineering associate professionals,311 - Physical and engineering science technicians,3112 - Chemical and physical science technicians,0.95,0.9,0.85,0.75,
25207,F - Construction,43 - Specialised construction activities,439 - Other specialised construction activities n.e.c.,4390 - Other specialised construction activities n.e.c.,0.9,0.8,0.7,0.7,4 - Clerical support workers,43 - Numerical and material recording clerks,431 - Numerical clerks,4312 - Payroll clerks,0.98,0.95,0.9,0.85,
25163,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non‑ferrous metal ores,0729 - Mining of other non‑ferrous metal ores,0.98,0.95,0.9,0.85,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1219 - Business services and administration managers not elsewhere classified,0.95,0.85,0.8,0.7,
24866,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores,0.95,0.9,0.9,0.9,3 - Technicians and associate professionals,31 - Science and engineering technicians,315 - Safety and quality inspectors,3151 - Safety and quality inspectors,0.95,0.9,0.9,0.85,
25363,Q - Human health and social work activities,86 - Human health activities,861 - Hospital activities,8610 - Hospital activities,0.98,0.97,0.95,0.9,2 - Professionals,22 - Health professionals,222 - Nursing and midwifery professionals,,0.95,0.93,0.85,0.25,
25000,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",64.1 - Monetary intermediation,64.19 - Other monetary intermediation,0.99,0.95,0.75,0.6,1 - Managers,"11 - Chief executives, senior officials and legislators",112 - Managing directors and chief executives,1120 - Managing directors and chief executives,0.99,0.9,0.88,0.85,
25070,H - Transportation and storage,49 - Land transport and transport via pipelines,494 - Freight transport by road,4941 - Freight transport by road (including tanker/fuel transport),0.95,0.95,0.9,0.8,8 - Plant and machine operators and assemblers,83 - Drivers and mobile-plant operators,833 - Heavy truck and bus drivers,8332 - Heavy truck and bus drivers (including tanker drivers),0.98,0.95,0.9,0.85,
25330,"M - Professional, scientific and technical activities",70 - Activities of head offices; management consultancy activities,702 - Management consultancy activities,7020 - Management consultancy activities,0.9,0.85,0.8,0.75,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1212 - Human resource managers,0.98,0.9,0.88,0.8,
25355,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non‑ferrous metal ores,0.99,0.96,0.9,0.85,2 - Professionals,21 - Science and engineering professionals,214 - Engineering professionals,"2146 - Mining engineers, metallurgical and related professionals",0.98,0.95,0.9,0.88,
25012,L - Real estate activities,68 - Real estate activities,683 - Real estate activities on a fee or contract basis,6832 - Management of real estate on a fee or contract basis,0.85,0.82,0.75,0.7,7 - Craft and related trades workers,74 - Electrical and electronic trades workers,741 - Electrical and electronic installers and repairers,7411 - Electricians,0.98,0.97,0.96,0.95,
25370,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",641 - Monetary intermediation,6419 - Other monetary intermediation (commercial banking activities),0.98,0.97,0.9,0.85,4 - Clerical support workers,42 - Customer services clerks,422 - Client information clerks,4221 - Client information clerks (contact-centre/customer service officers),0.95,0.9,0.85,0.7,
25182,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,71.1 - Architectural and engineering activities and related technical consultancy,71.11 - Architectural activities,0.95,0.92,0.9,0.9,3 - Technicians and associate professionals,31 - Science and engineering technicians,311 - Architectural and engineering technicians,3111 - Architectural technicians / Architectural drafters,0.95,0.9,0.6,0.55,
25291,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non‑ferrous metal ores,0729 - Mining of other non‑ferrous metal ores,0.99,0.98,0.95,0.9,2 - Professionals,21 - Science and engineering professionals,"214 - Architects, town and traffic planners and surveyors",2144 - Surveyors,0.95,0.95,0.9,0.9,
25053,O - Public administration and defence; compulsory social security,84 - Public administration and defence; compulsory social security,,,0.95,0.95,0.2,0.1,1 - Managers,"11 - Chief executives, senior officials and legislators",,,0.95,0.9,0.25,0.1,
25250,S - Other service activities,94 - Activities of membership organisations,94.9 - Activities of other membership organisations,94.99 - Activities of other membership organisations n.e.c.,0.9,0.88,0.85,0.8,5 - Service and sales workers,54 - Protective services workers,541 - Protective services workers,5412 - Security guards,0.95,0.93,0.9,0.8,
24949,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"46 - Wholesale trade, except of motor vehicles and motorcycles","467 - Wholesale of solid, liquid and gaseous fuels and related products (group)","4671 - Wholesale of solid, liquid and gaseous fuels and related products (class)",0.95,0.95,0.9,0.9,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers",723 - Motor mechanics and repairers (minor group),7231 - Motor vehicle mechanics and repairers (unit group),0.98,0.92,0.88,0.8,
25019,S - Other service activities,94 - Activities of membership organisations,949 - Activities of other membership organisations,9499 - Activities of other membership organisations n.e.c.,0.95,0.92,0.85,0.8,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1211 - Finance managers,0.99,0.98,0.97,0.95,
25317,C - Manufacturing,23 - Manufacture of other non-metallic mineral products,239 - Manufacture of other non-metallic mineral products n.e.c.,,0.95,0.6,0.4,0.2,1 - Managers,12 - Administrative and commercial managers,121 - Business services and administration managers,1212 - Human resource managers,1.0,0.95,0.9,0.9,
25057,O - Public administration and defence; compulsory social security,84 - Public administration and defence; compulsory social security,,,0.98,0.98,0.3,0.2,1 - Managers,12 - Business and administration managers,121 - Business services and administration managers,,0.99,0.95,0.9,0.3,
25106,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non‑ferrous metal ores,0729 - Mining of other non‑ferrous metal ores,0.99,0.98,0.9,0.85,2 - Professionals,21 - Science and engineering professionals,214 - Engineering professionals,,0.99,0.96,0.95,0.3,
25211,S - Other service activities,80 - Security and investigation activities,801 - Private security activities,8010 - Private security activities,0.95,0.97,0.95,0.92,5 - Service and sales workers,54 - Protective services workers,541 - Protective services workers,5413 - Security guards and related workers,0.9,0.92,0.9,0.75,
24602,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0720 - Mining of non-ferrous metal ores (including gold),0.99,0.96,0.9,0.75,2 - Professionals,21 - Science and engineering professionals,211 - Physical and earth science professionals (natural and earth scientists),2112 - Geologists and geophysicists,0.99,0.95,0.9,0.85,
24990,P - Education,85 - Education,853 - Higher education,8530 - Higher education,0.99,0.99,0.98,0.96,2 - Professionals,23 - Teaching professionals,231 - University and higher education teachers,2310 - University and higher education teachers,0.99,0.98,0.97,0.95,
25260,C - Manufacturing,10 - Manufacture of food products,108 - Manufacture of other food products,1085 - Manufacture of other food products n.e.c.,0.9,0.85,0.7,0.6,1 - Managers,12 - Administrative and commercial managers,"122 - Sales, marketing and development managers",1221 - Sales and marketing managers,0.98,0.95,0.92,0.9,
25116,F - Construction,43 - Specialized construction activities,"432 - Electrical, plumbing and other construction installation activities",4329 - Other construction installation,0.95,0.85,0.6,0.5,1 - Managers,13 - Production and specialised services managers,"133 - Manufacturing, mining and construction managers",,0.95,0.85,0.7,0.2,
24534,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,711 - Architectural activities,7110 - Architectural activities,0.97,0.97,0.96,0.96,2 - Professionals,21 - Science and engineering professionals,"214 - Architects, town and traffic planners and surveyors",2141 - Architects,0.98,0.96,0.9,0.9,
25353,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores,0.99,0.98,0.95,0.9,3 - Technicians and associate professionals,31 - Physical and engineering science technicians,313 - Physical and engineering science technicians (surveying & mapping subgroup),3132 - Surveying and mapping technicians,0.98,0.95,0.9,0.95,
25111,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non-ferrous metal ores (e.g. gold),0.98,0.98,0.97,0.95,2 - Professionals,21 - Science and engineering professionals,214 - Engineering professionals,2145 - (Engineering professionals related to mining/petroleum/metallurgy) — Mine Engineer,0.95,0.95,0.95,0.85,
25196,L - Real estate activities,68 - Real estate activities,68.3 - Real estate activities on a fee or contract basis,68.31 - Real estate agencies,0.95,0.92,0.88,0.8,3 - Technicians and associate professionals,33 - Business and administration associate professionals,333 - Business services and administration associate professionals,3332 - Real estate agents and property managers,0.8,0.78,0.76,0.72,
25040,C - Manufacturing,33 - Repair and installation of machinery and equipment,"331 - Repair of fabricated metal products, machinery and equipment",3312 - Repair of machinery,0.95,0.95,0.9,0.85,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers",723 - Machinery mechanics and repairers,7232 - Heavy vehicle and mobile plant mechanics and repairers,0.95,0.9,0.9,0.8,
25049,K - Financial and insurance activities,"65 - Insurance, reinsurance and pension funding",653 - Pension funding,6530 - Pension funding,0.95,0.9,0.85,0.8,4 - Clerical support workers,43 - Numerical and material recording clerks,431 - Financial and mathematical clerks (numerical recording),4311 - Accounting and bookkeeping clerks,0.95,0.9,0.88,0.85,
24994,Q - Human health and social work activities,88 - Social work activities without accommodation,88.9 - Other social work activities without accommodation,88.99 - Other social work activities without accommodation n.e.c.,0.9,0.85,0.8,0.75,2 - Professionals,22 - Health professionals,226 - Other health professionals,2263 - Dieticians and nutritionists,0.95,0.9,0.85,0.8,
25354,B - Mining and quarrying,07 - Mining of metal ores,071 - Mining of metal ores,0710 - Mining of metal ores,0.95,0.95,0.9,0.9,2 - Professionals,24 - Business and administration professionals,242 - Administration professionals,2422 - Human resource professionals,0.9,0.9,0.85,0.6,
24646,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0720 - Mining of non-ferrous metal ores (e.g. gold),0.95,0.95,0.9,0.85,7 - Craft and related trades workers,"72 - Metal, machinery and related trades workers","723 - Metal, machinery and related trades workers (including vehicle and heavy equipment mechanics)",7232 - Motor vehicle mechanics and repairers (includes heavy equipment fitters/mechanics),0.9,0.9,0.85,0.8,
