job_id,isic_1digit,isic_2digit,isic_3digit,isic_4digit,isic_1digit_confidence,isic_2digit_confidence,isic_3digit_confidence,isic_4digit_confidence,isco_1digit,isco_2digit,isco_3digit,isco_4digit,isco_1digit_confidence,isco_2digit_confidence,isco_3digit_confidence,isco_4digit_confidence,classification_summary
24794,N,82,82.1,82.11,0.9,0.85,0.7,0.5,2,24,242,2421,0.9,0.8,0.65,0.55,"The posting describes an in-house HR/employee services role focused on recruitment, onboarding, records, payroll support and general office administration — mapping well to ISIC section N, Division 82 (office administrative and business support activities). Occupationally it aligns with ISCO Business and administration professionals, specifically personnel/HR professional unit group (2421), although the precise 4-digit ISCO placement is moderate in confidence because the role mixes professional HR tasks with clerical/administrative duties."
24795,N,82,821,8211,0.9,0.9,0.7,0.5,1,12,121,1212,0.95,0.85,0.8,0.7,"This posting describes an in-house HR/employee services supervisory role and is best classified under ISIC Rev.4 division 82 (Office administrative and support activities) and ISCO-08 as a managers occupation (Human Resource Manager). The 1- and 2-digit level classifications are high confidence, while the 3- and 4-digit ISIC and ISCO assignments are moderately confident because the posting is for an internal HR supervisor (not an external HR services firm) and the employer's principal economic activity could alter the ISIC4 class. "
24796,H,52,522,5221,0.9,0.8,0.6,0.5,4,43,432,4321,0.8,0.8,0.8,0.7,"The role is best classified within Transportation and Storage (ISIC Section H), specifically under support activities for transportation (ISIC division 52), because the primary duties center on managing a fleet and related transport support functions. Occupationally, the position aligns with clerical/material-recording functions (ISCO major group 4) — a fleet/administration coordinator combines recordkeeping, scheduling and supervisory office duties with hands-on vehicle/driver responsibilities, so the occupational assignment is moderately confident but not a perfect match to a single unit group."
25376,P,85,853,8530,0.99,0.98,0.97,0.96,2,23,231,2310,0.99,0.97,0.96,0.95,"This posting is a clearly defined higher-education teaching role (Assistant/Lecturer in Accounting) at a tertiary institution, so ISIC Rev.4 appropriately classifies the employer under Education — Higher education (P / 85 / 853 / 8530). The occupational fit is likewise strong to ISCO-08 University and higher education teachers (2310) given explicit lecturing, curriculum development, assessment and student support duties."
25364,P,85,853,8530,0.99,0.98,0.97,0.96,2,23,231,2310,0.98,0.96,0.97,0.96,"The posting is an explicit vacancy for a university-level teaching position in geology, so it cleanly maps to ISIC 'Higher education' (Section P, Division 85, Group 853, Class 8530) and ISCO 'University and higher education teachers' (2310). Employer, job title and context are clear in the ad, making these classifications highly reliable."
24578,M,71,711,7110,0.96,0.95,0.95,0.98,2,21,216,2161,0.98,0.95,0.94,0.96,"This posting is a clear match to architectural professional activities (ISIC 7110) and the Architect occupation (ISCO-08 2161). The description (senior architect, BIM/Revit/Navisworks, design leadership and construction coordination) provides strong evidence for high-confidence classification at all digit levels."
25361,F,42,429,4290,0.95,0.9,0.85,0.8,2,24,241,2411,0.98,0.98,0.95,0.9,"The employer is a civil engineering/construction contractor so the economic activity is classified under ISIC Section F, Division 42 (Civil engineering), specifically class 4290 (Construction of other civil engineering projects) with high confidence. The role is explicitly a Senior Accountant with responsibilities matching the Accountants unit group (ISCO-08 2411) and can be classified with high confidence as a professional accounting occupation."
25363,Q - Human health and social work activities,86 - Human health activities,861 - Hospital activities,8610 - Hospital activities,0.99,0.98,0.98,0.95,2 - Professionals,22 - Health professionals,222 - Nursing and midwifery professionals,2221 - Nursing professionals,0.95,0.93,0.85,0.65,"This posting is for multiple positions located in and supporting a hospital (Kompiam District Hospital and affiliated health centres), so ISIC classification as 8610 (Hospital activities) is highly confident. Occupation classification is primarily health professionals — especially nursing and midwifery roles — but the post lists doctors, laboratory/imaging technicians, biomedical/support trades and community health workers, so assignment to the detailed ISCO unit group for nurses is somewhat less certain."
25377,P,85,853,8530,0.99,0.97,0.9,0.85,2,23,231,2310,0.99,0.98,0.96,0.95,"This posting is for an Assistant IT Lecturer at a tertiary/vocational college, so it best fits the Education sector (ISIC Section P, Division 85) and specifically higher/tertiary education activities. The occupational fit is clear as a university/higher-education teaching professional (ISCO-08: university and higher education teachers), although TVET/vocational emphasis introduces minor ambiguity about whether to classify under higher education versus other education at the most granular ISIC class level."
25362,F,42,429,4290,0.95,0.92,0.85,0.8,2,21,214,2141,0.98,0.95,0.95,0.9,"This posting is clearly for civil/construction engineering roles at a civil engineering contractor, so ISIC Section F (Division 42 - Civil engineering) is the best fit and has high confidence. The advertised positions (Project Engineer, Civil Engineer, Site Engineer) map directly to ISCO-08 Engineering Professionals, specifically Civil Engineers (2141), although some cross-over with construction management activities is possible."
25356,B,07,072,0729,0.98,0.97,0.92,0.88,2,24,241,2411,0.95,0.93,0.91,0.88,"The employer is explicitly the operator of the Porgera Gold Mine, so the economic activity maps clearly to ISIC Section B (Mining and quarrying), Division 07 (Mining of metal ores), Group 072 (Mining of non‑ferrous metal ores), class 0729 (other non‑ferrous metal ores). The job is explicitly a management/management-accounting role titled Accountant with duties in budgeting, forecasting and management reporting, which corresponds closely to ISCO‑08 unit group 2411 (Accountants)."
24535,F,43,432,4321,0.9,0.9,0.9,0.85,7,74,741,7411,0.98,0.95,0.95,0.9,"This posting clearly describes the role of an assistant electrician performing installation, maintenance and repair of electrical systems, which maps to ISIC Rev.4 class 4321 (Electrical installation) within Construction (Section F). The occupation matches ISCO-08 unit group 7411 (Electricians) with high confidence based on duties and required certification; industry placement is slightly less certain if the employer is primarily a real-estate or manufacturing firm rather than a construction/electrical services firm."
24537,F,41,412,4120,0.98,0.96,0.9,0.9,7,71,713,7131,0.95,0.93,0.9,0.85,"This posting is clearly for a skilled trades supervisory role in finishing carpentry tied to building construction, so classification under ISIC Section F (Construction) and ISCO major group 7 (Craft and related trades workers) is appropriate. The occupational assignment to carpenters and joiners (ISCO 713 / unit group 7131) is highly likely given the described duties, though the exact four-digit ISCO unit-group may vary by national coding conventions."
24536,M,71,711,7110,0.85,0.8,0.78,0.75,2,21,214,2149,0.98,0.96,0.95,0.8,"This is a senior mechanical/electrical/plumbing (MEP) engineering role focused on design, BIM coordination (Revit/Navisworks), and multidisciplinary technical management, which fits well with ISIC 7110 (Architectural and engineering activities and related technical consultancy) and ISCO-08 2149 (engineering professionals not elsewhere classified). There is some uncertainty at the ISIC 4-digit level because the employer could alternatively be classified under building construction (ISIC 41) if the primary business is contracting rather than engineering/consultancy."
24656,N,80,801,8010,0.95,0.95,0.93,0.9,5,54,541,5413,0.95,0.92,0.88,0.78,"The job posting is a strong fit for ISIC Rev.4 class 8010 (private security activities) given its focus on escorting, patrols and emergency response within a private security context. Occupationally it best matches ISCO-08 protective services (security guards, unit group 5413), although the supervisory/team-leader and emergency-response elements introduce modest uncertainty about whether a supervisory or specialised emergency-services code would be more appropriate."
25380,C,10,106,1061,0.95,0.9,0.7,0.6,7,72,721,7212,0.95,0.9,0.9,0.95,"The job is clearly for a trades-level welder and maps confidently to ISCO-08 unit group 7212 (Welders and flame-cutters). The employer is an FMCG/manufacturing company (Trukai Industries), so the establishment is classified under ISIC Rev.4 Section C, Division 10 (Manufacture of food products) with moderate certainty at the 3- and 4-digit levels (106 / 1061 — manufacture of grain mill products) based on the employer profile rather than explicit product details in the posting."
25370,K,64,641,6419,0.95,0.9,0.9,0.8,4,42,422,,0.95,0.9,0.85,0.2,"This is a customer-service/contact-centre position within a banking institution, so the ISIC classification as Financial and insurance activities (Section K), Division 64 (financial services, except insurance and pension funding) is appropriate and highly certain. The occupational classification clearly falls into clerical customer-service roles (ISCO major group 4, sub-major 42, minor 422), but the exact 4-digit unit group (e.g., specific call-centre vs customer-information unit) cannot be determined with high confidence from the posting alone."
25389,C,24,241,2410,0.95,0.9,0.85,0.8,4,43,431,4311,0.95,0.9,0.85,0.75,"The employer name and website indicate a steel manufacturer, so the establishment is best classified under ISIC Rev.4 Section C — Manufacturing, Division 24 (Manufacture of basic metals), Group 241, Class 2410 (Manufacture of basic iron and steel). The advertised role (Payroll Officer) performs payroll and wage-processing tasks consistent with ISCO-08 clerical support occupations — classified under Major Group 4, Sub-major 43 (numerical/material recording clerks), Minor Group 431 (accounting/bookkeeping clerks), unit group 4311 — though the exact unit-group mapping is slightly less certain than the high-level classification."
25388,I,55,551,5510,0.95,0.9,0.88,0.85,1,14,142,1421,0.9,0.85,0.8,0.75,"This role is best classified to ISIC section I (55 - Accommodation), class 5510 (Hotels and similar accommodation) because the Wantok Shop is operated as part of the Crowne Plaza Residences hotel. Occupationally, the position functions as a retail/shop manager within a hotel environment (ISCO-08: 1.14.142.1421 Shop manager), though there is some uncertainty because the role is hands-on and could alternatively be coded as a sales/shop supervisory role under major group 5 if treated as non-managerial."
25371,K,64,64.1,64.19,0.98,0.97,0.92,0.88,1,12,121,1211,0.95,0.92,0.88,0.8,"This role is clearly in banking/financial services and is best classified under ISIC section K, Division 64 (financial service activities, except insurance and pension funding), specifically monetary intermediation/other monetary intermediation (64.1 / 64.19). The occupation is a senior managerial compliance role within a bank (classified as a finance/financial manager in ISCO-08 — managerial category 1, down to finance managers 1211), though mapping to the most specific ISCO unit group has moderate uncertainty because AML/CTF is a specialist compliance function that sometimes maps to other managerial or professional subgroups."
25387,I,55,551,5510,0.99,0.98,0.97,0.95,6,61,611,,0.95,0.9,0.75,0.2,"The employer is a hotel/residence so the economic activity clearly falls under ISIC Section I, Division 55 (Accommodation), class 5510 (Hotels and similar accommodation). The role is a gardener/grounds maintenance position best mapped to ISCO major group 6 (skilled agricultural, forestry and fishery workers) and the horticultural/caretaking minor group (61/611); the exact 4-digit ISCO unit group is less certain from the posting and therefore left unspecified."
25390,S,94,949,9499,0.95,0.95,0.92,0.9,2,26,263,2635,0.8,0.75,0.7,0.6,"The employer is an international non-governmental organisation providing development and community services, which maps to ISIC Section S (Other service activities), Division 94 (Activities of membership organisations) and Class 9499 (other membership organisations n.e.c.). The MEAL Officer role performs monitoring, evaluation, accountability and learning tasks typical of social/community programme professionals (social work / community service professionals), so it is best mapped to ISCO-08 major group 2 (Professionals), sub-major 26 (Legal, social and cultural professionals), minor 263 (Social and religious professionals) and unit group 2635 (Social work professionals); occupational assignment has moderate uncertainty due to overlap between social work, monitoring & evaluation and statistical/programme analyst roles."
25357,H,52,522,5222,0.95,0.9,0.85,0.75,4,42,422,4221,0.9,0.85,0.8,0.7,"The employer is a shipping agency and the role supports sales/marketing for shipping operations, which places the economic activity in Transportation and storage (Section H), specifically support activities for water transportation (ISIC group 522, class 5222). The occupation is a clerical/customer service sales‑support role (ISCO clerical support / client information worker), though the exact 4‑digit unit group has moderate uncertainty because titles vary and duties combine sales support, customer service and administrative tasks."
25392,K,64,641,6419,0.98,0.97,0.95,0.9,1,12,121,1212,0.99,0.95,0.93,0.9,"Industry: The employer is a commercial bank so the job clearly falls under ISIC Section K (Financial and insurance activities), Division 64 (financial service activities, except insurance and pension funding), group 641 (monetary intermediation) and class 6419 (other monetary intermediation / commercial banking). Occupation: The role is explicitly a Human Resources Manager and maps directly to ISCO-08 Major Group 1 (Managers) → Administrative/Commercial managers → Business services and administration managers → Human resource managers (unit group 1212)."
25372,H,52,522,5224,0.98,0.98,0.96,0.95,1,13,,,0.95,0.8,0.3,0.1,"Industry: The role is clearly in Transportation and storage (ISIC Section H), specifically Support activities for transportation (Division 52) and Customs clearance services (Class 5224) — high confidence. Occupation: the role is a managerial position in business/administration within a transport/logistics firm (ISCO major group 1, sub-major 13), but mapping to a precise ISCO 3- or 4-digit unit group is uncertain because ISCO differentiates between public customs officers and private-sector business managers."
25394,M,73,73.1,73.11,0.8,0.85,0.75,0.6,5,52,522,5223,0.95,0.9,0.8,0.65,"The vacancy is for a Sales Merchandiser performing in‑store merchandising, stock replenishment and promotional display work for FMCG brands, which aligns clearly with ISCO sales worker categories (major group 5, sales workers). The employer activity appears to be marketing/advertising and retail promotion services rather than direct retailing, so ISIC is mapped to 'Advertising and market research' (Section M, Division 73) with moderate confidence at the most detailed (4‑digit) level due to some ambiguity over whether the firm should instead be classified under business support or retail trade."
25386,I,55,551,5510,0.98,0.98,0.97,0.97,5,52,522,5229,0.9,0.85,0.3,0.25,"The employer is a hotel and the role is directly focused on selling and coordinating events and conference business, so the ISIC classification is Hotels and similar accommodation (Section I; Division 55; Group 551; Class 5510) with high confidence. The occupational classification fits within service-and-sales workers (ISCO major group 5) and sales workers (52) with good confidence for broad placement, but the exact 3- and 4-digit ISCO mapping is less certain because event-sales/coordinator roles overlap sales, marketing and administrative unit groups."
24534,M,71,711,7110,0.95,0.95,0.9,0.9,2,21,216,2161,0.95,0.95,0.9,0.9,"The advert is for an entry-level architect role within an architectural/construction firm, so the economic activity maps to ISIC section M (Professional, scientific and technical activities), division 71 (Architectural and engineering activities) and class 7110 (Architectural activities). The occupation is clearly an architect (ISCO major group 2 — Professionals, sub-major 21 — Science and engineering professionals, unit group 2161 — Architects) with high confidence given the job title, duties and required qualifications."
25358,B,07,072,0729,0.99,0.95,0.9,0.85,1,13,132,,0.9,0.85,0.8,0.3,"This posting clearly belongs to the mining sector (metal ores — gold) and is therefore classified under ISIC section B, division 07 (mining of metal ores). The role is a supervisory/managerial position overseeing mobile equipment maintenance in an underground mine and maps best to ISCO major group 1 (Managers), specifically production/specialized services management in mining; the exact 4-digit ISCO unit group is less certain from the description so it is left unspecified."
25369,K,64,,,0.9,0.8,0.3,0.2,1,12,121,1211,0.95,0.9,0.9,0.85,"The employer is described as a financial institution with a properties portfolio, so at the ISIC section/division level the job best fits Financial and insurance activities (Section K), specifically Division 64 (financial service activities, except insurance and pension funding). The occupation is clearly a senior finance management role (Finance Business Partner) and maps well to ISCO-08 Finance Managers (1211); deeper ISIC (group/class) assignment is uncertain because the posting mixes financial services and property-asset activities and the employer's primary economic class is not explicit."
25378,K,64,641,6419,0.95,0.95,0.9,0.85,1,12,122,1221,0.98,0.95,0.9,0.75,"This is a senior marketing management role within a commercial banking organisation, so the economic activity is best classified under Financial and insurance activities (ISIC K) — specifically financial services/monetary intermediation (ISIC 64/641, classed to commercial banking 6419). The occupation clearly maps to managers in marketing/sales (ISCO Major Group 1 → Sales/marketing managers, ISCO 122/1221), with slightly lower confidence at the most detailed unit-group level due to minor differences in unit-group naming conventions across sources."
24639,L,68,682,6820,0.7,0.6,0.5,0.4,4,41,411,4110,0.8,0.7,0.5,0.3,"The employer name (Glory Estate Limited) and context suggest the economic activity is most likely in real estate (ISIC section L; division 68 — renting/operation or management of property), though the posting itself is for an internal administrative role rather than an external real-estate service provider. The occupation is best mapped to clerical/secretarial support (ISCO major group 4 — clerical support workers), but finer-level ISCO/ISIC assignments are somewhat uncertain due to limited explicit information on the employer's precise business activities and the broad, multi-tasking nature of the executive support role."
25393,H,52,521,5210,0.95,0.95,0.85,0.85,4,43,432,4321,0.9,0.85,0.8,0.8,"This posting is clearly for a warehousing role (warehousing and storage activities) and maps well to ISIC section H, division 52 (warehousing). The occupation corresponds to material/stock recording and warehouse clerical work (ISCO-08: stock clerks and storekeepers), with high confidence at the broad levels and good confidence at detailed 3/4-digit levels."
25396,B,07,072,0729,0.99,0.99,0.95,0.9,8,83,833,8332,0.98,0.95,0.8,0.85,"This posting is clearly for a role within a gold mining operation, so ISIC Section B, Division 07 (Mining of metal ores) and the non‑ferrous metal ores group/class is the appropriate industry classification. The job is explicitly a Crane Operator (mobile and non‑slew cranes) on site, which corresponds to ISCO major group 8 (plant and machine operators) and the drivers/mobile plant operators subgroup, with the unit group for crane operators most appropriate."
25373,F,43,439,4390,0.95,0.85,0.7,0.6,8,83,833,8332,0.95,0.9,0.9,0.85,"The job is best classified within the Construction sector (ISIC Section F), specifically specialized construction activities (ISIC 43.99 / class 4390) because the role entails delivering concrete to construction sites as part of construction operations. Occupationally, this is a heavy truck/lorry driving role (ISCO-08 unit group 8332), as the duties focus on operating a cement-mixer truck, vehicle checks, loading/unloading and delivery documentation."
25391,Q,86,869,8690,0.9,0.95,0.9,0.85,1,13,134,1343,0.9,0.8,0.8,0.75,"The vacancy is for a health-sector supply-chain / PSM coordinator within an NGO delivering TB/HIV program support, so it best fits ISIC Section Q, Division 86 (human health activities). Occupationally the role functions as a health services/ program manager responsible for logistics, warehousing and coordination (mapped to ISCO unit group 1343), though some duties overlap with specialised logistics/procurement roles so the unit-group assignment is moderately confident."
25365,F,43,432,,0.9,0.9,0.9,0.3,5,52,522,,0.95,0.9,0.7,0.25,"The employer provides building-related installation, maintenance and repair services (air conditioning, plumbing, electrical), so the economic activity is best classified under Construction (ISIC Section F), Specialised construction activities (Division 43), specifically electrical/plumbing and related installation activities (Group 432); the exact 4-digit class is ambiguous because the firm spans multiple installation trades. The role is a junior sales representative and maps clearly to ISCO major group 5 (Service and sales workers) and sub-major 52 (Sales workers), but the posting does not provide enough detail to assign a precise 4-digit unit group with high confidence."
25381,J,58,581,5811,0.9,0.9,0.85,0.8,4,41,,,0.85,0.7,0.25,0.1,"The posting most closely matches ISIC section J (Information and communication), specifically book and educational publishing (ISIC 58.1 / 5811), because the core duties involve production, layout and distribution of print/digital educational materials. Occupationally it aligns best with clerical/office support (ISCO major group 4, sub-major 41 General and keyboard clerks) given the assistant-level, production-support and administrative tasks, though there is some ambiguity because the employer is an NGO focused on education and religious work which could also pull classification toward education or religious organisation activities."
25368,B - Mining and quarrying,07 - Mining of metal ores,072 - Mining of non-ferrous metal ores,0729 - Mining of other non‑ferrous metal ores,0.9,0.88,0.8,0.8,5 - Service and sales workers,54 - Protective services workers,541 - Protective services workers,5414 - Security guards,0.95,0.95,0.95,0.95,"The occupational classification is clear: this role is a security/dog-handling position and maps well to ISCO-08 unit group 5414 (Security guards). The industry classification is assigned to Mining (ISIC Section B, Division 07) because the employer and the worksite are a mine (Hidden Valley); there is some uncertainty only if the security function were provided by an external private security contractor rather than in-house mining operations."
25375,G,46,466,,0.95,0.9,0.75,0.25,3,,,,0.85,0.4,0.3,0.3,"The employer is a dealer that sells, services and supports heavy machinery, which best fits ISIC Section G (Wholesale and retail trade; repair of motor vehicles and motorcycles) and more specifically Division 46 (wholesale trade, except of motor vehicles and motorcycles) and the group for wholesale of machinery and equipment. The role is an occupational Health & Safety advisory position best placed within ISCO major group 3 (Technicians and associate professionals), but finer ISCO subgroups are uncertain from the posting alone."
24481,B,07,072,0729,1.0,0.98,0.85,0.65,3,31,311,,0.8,0.7,0.55,0.2,"The employer operates a gold mine, so the economic activity is best classified under ISIC Section B, Division 07 (Mining of metal ores), with the class '0729 - Mining of other non‑ferrous metal ores' (e.g., gold) being the closest fit. The occupation is a technical/supervisory drilling coordinator — most consistent with ISCO major group 3 (Technicians and associate professionals) and related mining/technical technician groups, though the exact 4‑digit unit group is uncertain from the posting."
25384,C,10,,,0.95,0.92,0.3,0.2,8,83,833,,0.95,0.92,0.7,0.25,"The employer is clearly a food manufacturer and distributor, so classifying the business under ISIC Section C, Division 10 (Manufacture of food products) is high-confidence; more specific 3- and 4-digit ISIC class assignment is uncertain from the ad alone. The job is unambiguously a driver role (ISCO major group 8 and sub-major 83), but the precise minor/unit group depends on the vehicle type (van/light truck vs heavy truck), so lower confidence is given for the most detailed ISCO level."
25374,F,43,439,4390,0.95,0.85,0.65,0.5,8,81,811,8112,0.95,0.9,0.75,0.55,"The role is best classified within Construction (ISIC Section F), specifically under specialized construction activities (ISIC 43 — class 4390), because the batch plant operator performs on-site production and support for construction projects. Occupationally, the job fits Plant and machine operators and assemblers (ISCO major group 8), most closely aligning with stationary plant and machine operator categories, though exact unit-group assignment is less certain because ready-mix/concrete batching can sometimes be classified under manufacturing depending on organizational setup."
